55,8797
55,8725
55,8934
55,8952
55,897
55,8927
55,9328
55,944
55,9268
55,9282
55,9297
55,9266
55,998
56,019
56,0402
55,9839
55,9839
55,9839
55,9839
55,9839
55,9839
55,9839
55,9839
55,9839
55,9839
55,9839
55,9839
55,989
55,9909
55,9927
55,9854
56
56,0034
55,9974
55,9974
55,9974
55,9613
55,951
55,9408
55,9667
55,9667
55,9667
55,9667
55,9667
55,9667
55,9667
55,9667
55,9667
55,9667
55,9667
55,973
55,9749
55,9768
55,9464
55,9396
55,933
55,9509
56,0238
56,0452
56,0668
56,0094
56,0094
56,0094
56,0094
56,0094
56,0094
56,0094
56,0094
56,0094
56,0094
56,0094
56,064
56,0837
56,1189
56,0836
56,0885
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0757
56,0448
56,0347
56,0249
56,0461
56,0461
56,0461
56,0461
56,0461
56,0461
56,0461
56,0461
56,0461
56,0165
56,0092
56,0232
56,0232
56,0232
56,0232
56,0232
56,0232
56,0295
56,0315
56,0334
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0285
56,0241
56,023
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0251
56,0909
56,1171
56,1387
56,0887
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0832
56,0585
56,0519
56,0455
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,0628
56,1372
56,1351
56,1489
56,0829
56,0748
56,0678
56,0611
56,073
56,0719
56,0708
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0735
56,0804
56,0825
56,0847
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
56,0793
55,0275
54,7746
54,5532
55,1628
55,1628
55,1628
55,1628
55,1387
55,1322
55,1261
55,1429
55,1429
55,1429
55,1429
55,1429
